rec_index,hist_index,match_type,distance,depth_15,depth_22,growth,ai_conf
3739,1585.0,MATCHED,44389.07,24.0,25.0,1.0,0.9232000112533569
3740,3322.0,MATCHED,44393.13,14.0,13.0,-1.0,0.8833000063896179
3741,3323.0,MATCHED,44394.57,11.0,12.0,1.0,0.9624999761581421
3742,,NEW,44414.96,,12.0,,0.0
3743,,NEW,44417.0,,11.0,,0.0
3745,,NEW,44444.96,,12.0,,0.0
3746,,NEW,44450.61,,12.0,,0.0
3747,,NEW,44451.48,,11.0,,0.0
3748,,NEW,44454.98,,16.0,,0.0
3764,,NEW,44715.12,,17.0,,0.0
3765,,NEW,44715.96,,14.0,,0.0
3766,,NEW,44718.28,,13.0,,0.0
3767,,NEW,44729.74,,15.0,,0.0
3771,772.0,MATCHED,44808.78,12.0,13.0,1.0,0.9901000261306763
3772,901.0,MATCHED,44809.09,13.0,15.0,2.0,0.9165999889373779
3773,2992.0,MATCHED,44809.75,15.0,18.0,3.0,0.9035999774932861
3774,2100.0,MATCHED,44809.76,15.0,16.0,1.0,0.9343000054359436
3775,2746.0,MATCHED,44810.14,13.0,15.0,2.0,0.8263000249862671
3776,2825.0,MATCHED,44810.17,10.0,12.0,2.0,0.9617999792098999
3777,,NEW,44810.59,,38.0,,0.0
3779,2810.0,MATCHED,44812.72,32.0,30.0,-2.0,0.9453999996185303
3780,1755.0,MATCHED,44813.16,12.0,13.0,1.0,0.8754000067710876
3781,,NEW,44813.49,,27.0,,0.0
3782,2742.0,MATCHED,44813.66,24.0,26.0,2.0,0.9606000185012817
3783,306.0,MATCHED,44814.13,35.0,36.0,1.0,0.9872999787330627
3784,1580.0,MATCHED,44814.6,14.0,16.0,2.0,0.9350000023841858
3785,919.0,MATCHED,44814.9,25.0,26.0,1.0,0.9334999918937683
3786,531.0,MATCHED,44814.98,19.0,21.0,2.0,0.8241000175476074
3787,917.0,MATCHED,44815.52,47.0,38.0,-9.0,0.8604000210762024
3788,3054.0,MATCHED,44815.7,18.0,19.0,1.0,0.9850000143051147
3789,,NEW,44816.09,,24.0,,0.0
3792,,NEW,44820.7,,17.0,,0.0
3793,1189.0,MATCHED,44820.81,62.0,48.0,-14.0,0.9609000086784363
3794,1270.0,MATCHED,44821.59,46.0,45.0,-1.0,0.998199999332428
3795,,NEW,44821.61,,30.0,,0.0
3796,693.0,MATCHED,44821.94,36.0,44.0,8.0,0.9706000089645386
3797,3197.0,MATCHED,44822.56,52.0,49.0,-3.0,0.9915000200271606
3798,,NEW,44822.6,,35.0,,0.0
3799,3074.0,MATCHED,44823.03,31.0,37.0,6.0,0.9598000049591064
3800,2807.0,MATCHED,44824.39,11.0,12.0,1.0,0.8561000227928162
3801,,NEW,44824.61,,19.0,,0.0
3802,,NEW,44824.91,,17.0,,0.0
3803,1593.0,MATCHED,44825.88,14.0,15.0,1.0,0.9659000039100647
3804,,NEW,44827.62,,36.0,,0.0
3805,,NEW,44847.87,,19.0,,0.0
3806,,NEW,44848.49,,22.0,,0.0
3807,,NEW,44848.58,,27.0,,0.0
3808,2353.0,MATCHED,44849.94,13.0,14.0,1.0,0.8296999931335449
3809,,NEW,44849.99,,27.0,,0.0
3810,,NEW,44850.09,,31.0,,0.0
3811,,NEW,44850.5,,24.0,,0.0
3812,2247.0,MATCHED,44850.56,14.0,16.0,2.0,0.9372000098228455
3813,796.0,MATCHED,44850.59,12.0,16.0,4.0,0.8547000288963318
3814,1522.0,MATCHED,44850.77,10.0,11.0,1.0,0.9172999858856201
3815,,NEW,44851.09,,31.0,,0.0
3817,,NEW,44852.05,,19.0,,0.0
3818,,NEW,44852.37,,29.0,,0.0
3819,2116.0,MATCHED,44854.24,13.0,14.0,1.0,0.9609000086784363
3820,3182.0,MATCHED,44855.6,18.0,21.0,3.0,0.8284000158309937
3821,2164.0,MATCHED,44855.64,11.0,11.0,0.0,0.9138000011444092
3822,2779.0,MATCHED,44856.16,35.0,36.0,1.0,0.9708999991416931
3823,,NEW,44856.53,,18.0,,0.0
3824,2645.0,MATCHED,44857.27,11.0,13.0,2.0,0.9646999835968018
3825,,NEW,44857.63,,18.0,,0.0
3826,2847.0,MATCHED,44858.32,10.0,11.0,1.0,0.9261999726295471
3827,,NEW,44860.82,,12.0,,0.0
3828,,NEW,44861.41,,16.0,,0.0
3829,3164.0,MATCHED,44863.9,10.0,10.0,0.0,0.948199987411499
3830,1202.0,MATCHED,44864.7,11.0,12.0,1.0,0.8848999738693237
3831,3051.0,MATCHED,44865.27,12.0,13.0,1.0,0.9821000099182129
3832,,NEW,44867.04,,18.0,,0.0
3833,,NEW,44867.78,,20.0,,0.0
3834,2296.0,MATCHED,44868.28,25.0,26.0,1.0,0.9275000095367432
3835,2579.0,MATCHED,44869.16,32.0,33.0,1.0,0.9901999831199646
3836,2785.0,MATCHED,44869.7,35.0,37.0,2.0,0.9721999764442444
3837,3201.0,MATCHED,44869.92,15.0,19.0,4.0,0.8245000243186951
3838,,NEW,44869.95,,24.0,,0.0
3840,1084.0,MATCHED,44870.98,85.0,60.0,-25.0,0.9639999866485596
3841,1572.0,MATCHED,44871.34,62.0,50.0,-12.0,0.8704000115394592
3842,3399.0,MATCHED,44871.64,25.0,24.0,-1.0,0.8445000052452087
3843,364.0,MATCHED,44872.34,19.0,21.0,2.0,0.852400004863739
3844,,NEW,44872.77,,17.0,,0.0
3845,1326.0,MATCHED,44872.89,66.0,79.0,13.0,0.9373000264167786
3846,910.0,MATCHED,44873.86,24.0,25.0,1.0,0.9502999782562256
3847,2809.0,MATCHED,44873.95,83.0,69.0,-14.0,0.9896000027656555
3848,2832.0,MATCHED,44874.57,44.0,48.0,4.0,0.9824000000953674
3849,1356.0,MATCHED,44874.82,16.0,17.0,1.0,0.8837000131607056
3850,,NEW,44875.27,,14.0,,0.0
3851,1643.0,MATCHED,44875.42,17.0,17.0,0.0,0.9650999903678894
3853,2788.0,MATCHED,44886.68,14.0,16.0,2.0,0.9868999719619751
3854,2877.0,MATCHED,44887.15,24.0,23.0,-1.0,0.9925000071525574
3855,,NEW,44887.49,,23.0,,0.0
3856,,NEW,44889.21,,12.0,,0.0
3857,2167.0,MATCHED,44890.68,10.0,12.0,2.0,0.8812999725341797
3858,,NEW,44890.99,,21.0,,0.0
3859,1414.0,MATCHED,44891.45,67.0,41.0,-26.0,0.9361000061035156
3860,2816.0,MATCHED,44891.58,13.0,13.0,0.0,0.8996999859809875
3862,2153.0,MATCHED,44891.97,10.0,14.0,4.0,0.90829998254776
3863,,NEW,44892.9,,13.0,,0.0
3864,1970.0,MATCHED,44895.82,10.0,10.0,0.0,0.9639000296592712
3865,2790.0,MATCHED,44896.25,10.0,12.0,2.0,0.9861999750137329
3867,3012.0,MATCHED,44930.99,15.0,18.0,3.0,0.863099992275238
3868,1761.0,MATCHED,44931.23,29.0,26.0,-3.0,0.9616000056266785
3870,,NEW,44933.11,,12.0,,0.0
3872,,NEW,44934.11,,11.0,,0.0
3873,,NEW,44936.29,,12.0,,0.0
3874,,NEW,44943.54,,16.0,,0.0
3875,,NEW,44946.32,,13.0,,0.0
3876,,NEW,44949.37,,11.0,,0.0
3877,1721.0,MATCHED,44959.1,11.0,12.0,1.0,0.8113999962806702
3879,2121.0,MATCHED,44972.95,22.0,22.0,0.0,0.878000020980835
3882,3050.0,MATCHED,45011.45,20.0,21.0,1.0,0.8705999851226807
3884,2884.0,MATCHED,45013.18,26.0,28.0,2.0,0.9535999894142151
3885,1701.0,MATCHED,45044.08,10.0,10.0,0.0,0.9453999996185303
3886,,NEW,45048.02,,12.0,,0.0
3887,,NEW,45049.02,,12.0,,0.0
3888,,NEW,45050.96,,15.0,,0.0
3891,699.0,MATCHED,45092.99,29.0,24.0,-5.0,0.8622999787330627
3892,2787.0,MATCHED,45093.12,14.0,16.0,2.0,0.9581000208854675
3893,,NEW,45100.28,,14.0,,0.0
3894,,NEW,45114.36,,23.0,,0.0
3895,,NEW,45130.9,,13.0,,0.0
3897,,NEW,45132.42,,14.0,,0.0
3898,2778.0,MATCHED,45133.46,14.0,16.0,2.0,0.9462000131607056
3899,,NEW,45136.5,,21.0,,0.0
3900,608.0,MATCHED,45137.73,31.0,36.0,5.0,0.9747999906539917
3901,,NEW,45140.5,,22.0,,0.0
3902,,NEW,45141.19,,10.0,,0.0
3903,,NEW,45142.18,,18.0,,0.0
3904,,NEW,45143.07,,21.0,,0.0
3906,,NEW,45171.6,,22.0,,0.0
3907,2793.0,MATCHED,45171.71,12.0,15.0,3.0,0.9657999873161316
3909,,NEW,45173.34,,11.0,,0.0
3910,,NEW,45173.45,,10.0,,0.0
3911,,NEW,45173.68,,20.0,,0.0
3912,864.0,MATCHED,45173.73,25.0,29.0,4.0,0.8266000151634216
3913,,NEW,45176.47,,26.0,,0.0
3914,,NEW,45176.83,,12.0,,0.0
3915,,NEW,45177.75,,14.0,,0.0
3916,,NEW,45177.76,,35.0,,0.0
3917,2113.0,MATCHED,45178.91,32.0,32.0,0.0,0.9404000043869019
3918,3395.0,MATCHED,45179.49,12.0,13.0,1.0,0.9284999966621399
3919,2115.0,MATCHED,45180.16,27.0,28.0,1.0,0.9280999898910522
3920,,NEW,45181.12,,20.0,,0.0
3921,,NEW,45181.68,,17.0,,0.0
3922,,NEW,45185.67,,13.0,,0.0
3923,1561.0,MATCHED,45186.56,12.0,15.0,3.0,0.9117000102996826
3924,795.0,MATCHED,45186.71,54.0,42.0,-12.0,0.852400004863739
3925,,NEW,45187.95,,10.0,,0.0
3926,,NEW,45188.02,,25.0,,0.0
3927,1439.0,MATCHED,45188.45,13.0,16.0,3.0,0.9053000211715698
3928,,NEW,45188.49,,17.0,,0.0
3929,1622.0,MATCHED,45189.31,26.0,26.0,0.0,0.8073999881744385
3930,,NEW,45189.9,,20.0,,0.0
3931,,NEW,45190.57,,11.0,,0.0
3932,,NEW,45190.87,,23.0,,0.0
3933,,NEW,45191.83,,19.0,,0.0
3934,2835.0,MATCHED,45192.38,25.0,27.0,2.0,0.907800018787384
3935,1762.0,MATCHED,45192.84,29.0,32.0,3.0,0.9708999991416931
3936,2784.0,MATCHED,45193.02,15.0,16.0,1.0,0.90829998254776
3937,,NEW,45193.5,,38.0,,0.0
3938,1157.0,MATCHED,45194.72,12.0,14.0,2.0,0.8848999738693237
3939,,NEW,45195.42,,14.0,,0.0
3940,420.0,MATCHED,45196.89,10.0,13.0,3.0,0.8644999861717224
3941,,NEW,45198.72,,16.0,,0.0
3942,483.0,MATCHED,45199.69,12.0,13.0,1.0,0.9383000135421753
3943,3366.0,MATCHED,45200.27,13.0,16.0,3.0,0.8934999704360962
3945,,NEW,45206.0,,10.0,,0.0
3948,3030.0,MATCHED,45253.97,15.0,21.0,6.0,0.8755999803543091
3949,1134.0,MATCHED,45254.0,15.0,17.0,2.0,0.8499000072479248
3950,1695.0,MATCHED,45282.15,34.0,35.0,1.0,0.8999000191688538
3952,,NEW,45283.89,,24.0,,0.0
3953,2432.0,MATCHED,45284.32,14.0,15.0,1.0,0.8343999981880188
3954,3038.0,MATCHED,45284.35,10.0,13.0,3.0,0.8883000016212463
3958,3422.0,MATCHED,45286.92,71.0,53.0,-18.0,0.8877999782562256
3959,2156.0,MATCHED,45287.06,14.0,17.0,3.0,0.8980000019073486
3960,,NEW,45287.08,,14.0,,0.0
3961,1039.0,MATCHED,45287.1,11.0,12.0,1.0,0.8403000235557556
3965,722.0,MATCHED,45291.91,12.0,15.0,3.0,0.857200026512146
3966,,NEW,45296.14,,17.0,,0.0
3968,,NEW,45300.99,,30.0,,0.0
3969,,NEW,45303.09,,15.0,,0.0
3970,477.0,MATCHED,45303.4,14.0,16.0,2.0,0.9423999786376953
3971,,NEW,45303.88,,21.0,,0.0
3972,,NEW,45304.21,,16.0,,0.0
3973,,NEW,45305.44,,13.0,,0.0
3974,,NEW,45306.26,,10.0,,0.0
3975,,NEW,45306.9,,11.0,,0.0
3976,,NEW,45307.42,,20.0,,0.0
3977,,NEW,45307.56,,18.0,,0.0
3979,2445.0,MATCHED,45308.63,16.0,18.0,2.0,0.9192000031471252
3980,,NEW,45308.81,,20.0,,0.0
3981,,NEW,45309.35,,21.0,,0.0
3982,622.0,MATCHED,45310.19,17.0,24.0,7.0,0.8902000188827515
3984,,NEW,45313.39,,26.0,,0.0
3986,,NEW,45322.35,,17.0,,0.0
3987,2239.0,MATCHED,45326.45,33.0,33.0,0.0,0.9824000000953674
3988,605.0,MATCHED,45335.42,10.0,12.0,2.0,0.8852999806404114
3989,1313.0,MATCHED,45336.39,13.0,14.0,1.0,0.9258000254631042
3990,2858.0,MATCHED,45339.95,10.0,11.0,1.0,0.9413999915122986
3991,642.0,MATCHED,45344.91,10.0,11.0,1.0,0.9235000014305115
3993,2408.0,MATCHED,45348.05,13.0,15.0,2.0,0.8285999894142151
3995,567.0,MATCHED,45350.35,14.0,15.0,1.0,0.9039000272750854
3996,3004.0,MATCHED,45350.5,23.0,20.0,-3.0,0.8762999773025513
4001,,NEW,45395.42,,10.0,,0.0
4005,1075.0,MATCHED,45474.81,61.0,54.0,-7.0,0.9704999923706055
4006,,NEW,45475.28,,15.0,,0.0
4007,1386.0,MATCHED,45475.37,18.0,19.0,1.0,0.9068999886512756
4009,,NEW,45476.24,,12.0,,0.0
4014,349.0,MATCHED,45635.49,12.0,13.0,1.0,0.8736000061035156
4020,1997.0,MATCHED,45729.75,10.0,11.0,1.0,0.910099983215332
4023,,NEW,45790.74,,13.0,,0.0
4025,,NEW,45830.58,,17.0,,0.0
4026,,NEW,45837.5,,17.0,,0.0
4027,1170.0,MATCHED,45843.0,12.0,12.0,0.0,0.8580999970436096
4028,,NEW,45846.03,,13.0,,0.0
4029,,NEW,45848.93,,10.0,,0.0
4031,,NEW,45853.76,,25.0,,0.0
4032,,NEW,45853.86,,12.0,,0.0
4033,2920.0,MATCHED,45853.91,20.0,21.0,1.0,0.9419999718666077
4034,,NEW,45853.91,,20.0,,0.0
4035,,NEW,45853.95,,17.0,,0.0
4037,3114.0,MATCHED,45894.34,10.0,12.0,2.0,0.8756999969482422
4038,,NEW,45895.59,,11.0,,0.0
4039,,NEW,45899.77,,10.0,,0.0
4040,,NEW,45901.83,,11.0,,0.0
4041,,NEW,45904.08,,14.0,,0.0
4042,,NEW,45906.25,,12.0,,0.0
4043,,NEW,45912.25,,13.0,,0.0
4044,2327.0,MATCHED,45912.91,11.0,13.0,2.0,0.8130000233650208
4045,3122.0,MATCHED,45914.42,16.0,15.0,-1.0,0.9193999767303467
4046,1419.0,MATCHED,45917.53,16.0,19.0,3.0,0.8608999848365784
4047,2826.0,MATCHED,45917.69,13.0,16.0,3.0,0.8442000150680542
4049,,NEW,45918.61,,23.0,,0.0
4057,3044.0,MATCHED,46128.32,32.0,35.0,3.0,0.8813999891281128
4058,,NEW,46128.58,,21.0,,0.0
4060,,NEW,46130.03,,31.0,,0.0
4062,3106.0,MATCHED,46149.86,31.0,30.0,-1.0,0.9876000285148621
4064,,NEW,46187.79,,43.0,,0.0
4065,1631.0,MATCHED,46188.69,18.0,19.0,1.0,0.8866000175476074
4066,,NEW,46189.22,,33.0,,0.0
4067,2526.0,MATCHED,46189.95,17.0,18.0,1.0,0.8711000084877014
4068,,NEW,46190.34,,30.0,,0.0
4069,,NEW,46190.45,,20.0,,0.0
4070,1569.0,MATCHED,46191.29,46.0,49.0,3.0,0.9541000127792358
4071,2405.0,MATCHED,46191.59,25.0,27.0,2.0,0.9067999720573425
4072,1604.0,MATCHED,46191.96,13.0,15.0,2.0,0.9100000262260437
4073,1188.0,MATCHED,46192.39,55.0,59.0,4.0,0.9861999750137329
4074,362.0,MATCHED,46192.85,45.0,48.0,3.0,0.852400004863739
4075,1610.0,MATCHED,46193.15,23.0,23.0,0.0,0.9128999710083008
4076,,NEW,46193.56,,19.0,,0.0
4077,2563.0,MATCHED,46193.96,43.0,38.0,-5.0,0.9380000233650208
4078,720.0,MATCHED,46194.59,45.0,46.0,1.0,0.9258999824523926
4079,2739.0,MATCHED,46194.94,34.0,35.0,1.0,0.9602000117301941
4080,3090.0,MATCHED,46195.21,21.0,21.0,0.0,0.8820000290870667
4081,2103.0,MATCHED,46195.47,35.0,36.0,1.0,0.9921000003814697
4082,2865.0,MATCHED,46195.77,13.0,15.0,2.0,0.9226999878883362
4083,2687.0,MATCHED,46195.78,29.0,31.0,2.0,0.9054999947547913
4084,563.0,MATCHED,46196.17,13.0,15.0,2.0,0.9125999808311462
4085,1614.0,MATCHED,46196.25,19.0,22.0,3.0,0.8511000275611877
4086,,NEW,46196.58,,13.0,,0.0
4087,2894.0,MATCHED,46197.05,34.0,31.0,-3.0,0.9666000008583069
4088,,NEW,46197.23,,20.0,,0.0
4089,,NEW,46197.77,,16.0,,0.0
4090,1716.0,MATCHED,46198.44,17.0,17.0,0.0,0.9125999808311462
4091,,NEW,46198.64,,38.0,,0.0
4092,562.0,MATCHED,46199.96,22.0,21.0,-1.0,0.9174000024795532
4093,900.0,MATCHED,46200.18,19.0,21.0,2.0,0.8072999715805054
4094,,NEW,46200.78,,21.0,,0.0
4095,2745.0,MATCHED,46201.64,19.0,21.0,2.0,0.9258000254631042
4096,,NEW,46202.14,,22.0,,0.0
4097,,NEW,46202.97,,20.0,,0.0
4098,597.0,MATCHED,46203.2,19.0,21.0,2.0,0.8948000073432922
4099,934.0,MATCHED,46203.73,26.0,24.0,-2.0,0.9023000001907349
4100,628.0,MATCHED,46203.91,24.0,26.0,2.0,0.8557999730110168
4101,1548.0,MATCHED,46204.28,17.0,20.0,3.0,0.8885999917984009
4102,2696.0,MATCHED,46204.44,28.0,28.0,0.0,0.9458000063896179
4103,1660.0,MATCHED,46205.34,12.0,14.0,2.0,0.9117000102996826
4104,,NEW,46207.29,,19.0,,0.0
4105,695.0,MATCHED,46207.74,29.0,24.0,-5.0,0.8758000135421753
4106,,NEW,46208.64,,22.0,,0.0
4107,3428.0,MATCHED,46209.06,20.0,23.0,3.0,0.843500018119812
4108,1813.0,MATCHED,46209.12,27.0,29.0,2.0,0.9517999887466431
4109,1535.0,MATCHED,46209.81,43.0,49.0,6.0,0.9692000150680542
4111,884.0,MATCHED,46210.64,26.0,27.0,1.0,0.9763000011444092
4114,,NEW,46289.23,,11.0,,0.0
4115,,NEW,46289.23,,26.0,,0.0
4116,2759.0,MATCHED,46289.24,31.0,23.0,-8.0,0.8479999899864197
4117,2575.0,MATCHED,46289.37,16.0,18.0,2.0,0.8015000224113464
4120,,NEW,46305.76,,13.0,,0.0
4121,,NEW,46307.02,,12.0,,0.0
4122,,NEW,46308.1,,17.0,,0.0
4123,,NEW,46309.48,,17.0,,0.0
4124,,NEW,46309.86,,25.0,,0.0
4125,,NEW,46310.66,,27.0,,0.0
4126,,NEW,46310.87,,16.0,,0.0
4127,,NEW,46311.43,,22.0,,0.0
4128,2544.0,MATCHED,46312.1,12.0,14.0,2.0,0.8848999738693237
4129,,NEW,46312.35,,26.0,,0.0
4130,2098.0,MATCHED,46313.82,11.0,13.0,2.0,0.9043999910354614
4131,,NEW,46314.17,,27.0,,0.0
4132,,NEW,46314.6,,20.0,,0.0
4133,,NEW,46315.11,,15.0,,0.0
4135,1754.0,MATCHED,46332.52,31.0,30.0,-1.0,0.9003000259399414
4136,2374.0,MATCHED,46340.34,12.0,13.0,1.0,0.843999981880188
4137,2063.0,MATCHED,46343.84,11.0,13.0,2.0,0.946399986743927
4138,,NEW,46344.08,,35.0,,0.0
4139,912.0,MATCHED,46346.42,13.0,14.0,1.0,0.9212999939918518
4140,1090.0,MATCHED,46346.88,19.0,20.0,1.0,0.9442999958992004
4141,,NEW,46347.11,,30.0,,0.0
4142,,NEW,46349.04,,15.0,,0.0
4143,,NEW,46351.66,,16.0,,0.0
4144,,NEW,46352.5,,16.0,,0.0
4145,,NEW,46353.8,,17.0,,0.0
4146,1497.0,MATCHED,46354.28,14.0,16.0,2.0,0.9279000163078308
4147,2308.0,MATCHED,46354.42,14.0,14.0,0.0,0.9674999713897705
4148,,NEW,46354.78,,23.0,,0.0
4149,,NEW,46355.05,,20.0,,0.0
4150,703.0,MATCHED,46355.19,12.0,14.0,2.0,0.9465000033378601
4151,,NEW,46355.75,,30.0,,0.0
4152,,NEW,46356.23,,17.0,,0.0
4153,1715.0,MATCHED,46356.27,22.0,24.0,2.0,0.8672999739646912
4154,,NEW,46357.6,,11.0,,0.0
4155,,NEW,46358.14,,36.0,,0.0
4156,3162.0,MATCHED,46358.35,10.0,11.0,1.0,0.8546000123023987
4157,1358.0,MATCHED,46359.06,10.0,11.0,1.0,0.8285999894142151
4158,2942.0,MATCHED,46359.93,15.0,16.0,1.0,0.9708999991416931
4159,3057.0,MATCHED,46360.04,13.0,15.0,2.0,0.9562000036239624
4160,2648.0,MATCHED,46360.4,15.0,16.0,1.0,0.8610000014305115
4161,1586.0,MATCHED,46360.45,12.0,14.0,2.0,0.9107999801635742
4162,,NEW,46361.53,,18.0,,0.0
4163,2382.0,MATCHED,46362.52,10.0,13.0,3.0,0.8388000130653381
4164,,NEW,46363.04,,34.0,,0.0
4165,,NEW,46365.34,,15.0,,0.0
4167,,NEW,46369.62,,21.0,,0.0
4168,,NEW,46369.63,,20.0,,0.0
4169,1559.0,MATCHED,46369.74,14.0,20.0,6.0,0.8569999933242798
4170,1972.0,MATCHED,46369.81,21.0,23.0,2.0,0.9348000288009644
4171,881.0,MATCHED,46369.86,24.0,26.0,2.0,0.9764000177383423
4173,1203.0,MATCHED,46371.48,11.0,12.0,1.0,0.9452999830245972
4174,1316.0,MATCHED,46371.54,22.0,22.0,0.0,0.8794000148773193
4175,2601.0,MATCHED,46371.6,14.0,18.0,4.0,0.8899000287055969
4177,2823.0,MATCHED,46371.65,16.0,18.0,2.0,0.9154999852180481
4178,2886.0,MATCHED,46371.66,21.0,21.0,0.0,0.9079999923706055
4179,,NEW,46371.88,,14.0,,0.0
4182,783.0,MATCHED,46379.47,23.0,25.0,2.0,0.9404000043869019
4183,1734.0,MATCHED,46379.97,22.0,24.0,2.0,0.929099977016449
4184,2547.0,MATCHED,46380.42,25.0,27.0,2.0,0.9133999943733215
4185,1562.0,MATCHED,46380.99,28.0,28.0,0.0,0.9329000115394592
4186,2733.0,MATCHED,46382.06,23.0,27.0,4.0,0.9229000210762024
4187,1013.0,MATCHED,46382.53,15.0,18.0,3.0,0.9023000001907349
4188,1529.0,MATCHED,46383.03,18.0,20.0,2.0,0.9204000234603882
4189,,NEW,46385.09,,12.0,,0.0
4190,,NEW,46385.47,,13.0,,0.0
4191,,NEW,46385.71,,12.0,,0.0
4192,,NEW,46386.89,,15.0,,0.0
4193,,NEW,46387.48,,13.0,,0.0
4194,2379.0,MATCHED,46387.99,12.0,14.0,2.0,0.9038000106811523
4195,2101.0,MATCHED,46388.04,16.0,17.0,1.0,0.9375
4196,2740.0,MATCHED,46388.55,12.0,15.0,3.0,0.8583999872207642
4197,,NEW,46389.87,,26.0,,0.0
4198,,NEW,46391.27,,28.0,,0.0
4199,,NEW,46391.32,,33.0,,0.0
4200,1700.0,MATCHED,46392.08,10.0,11.0,1.0,0.9003000259399414
4201,2378.0,MATCHED,46392.3,24.0,24.0,0.0,0.9302999973297119
4202,1429.0,MATCHED,46393.04,10.0,12.0,2.0,0.9272000193595886
4203,,NEW,46393.28,,18.0,,0.0
4204,,NEW,46393.79,,30.0,,0.0
4205,,NEW,46395.19,,18.0,,0.0
4206,1940.0,MATCHED,46395.79,12.0,13.0,1.0,0.9423999786376953
4207,3061.0,MATCHED,46396.71,11.0,13.0,2.0,0.9329000115394592
4208,950.0,MATCHED,46396.75,16.0,19.0,3.0,0.8826000094413757
4209,2840.0,MATCHED,46397.19,14.0,16.0,2.0,0.8881999850273132
4210,904.0,MATCHED,46397.82,14.0,17.0,3.0,0.8928999900817871
4211,3604.0,MATCHED,46398.73,12.0,15.0,3.0,0.8597000241279602
4212,,NEW,46399.58,,20.0,,0.0
4213,2087.0,MATCHED,46400.1,20.0,23.0,3.0,0.9043999910354614
4214,3537.0,MATCHED,46400.56,21.0,23.0,2.0,0.8561999797821045
4215,1445.0,MATCHED,46402.09,23.0,25.0,2.0,0.9118000268936157
4216,2095.0,MATCHED,46402.55,15.0,18.0,3.0,0.8845999836921692
4217,,NEW,46409.02,,12.0,,0.0
4219,,NEW,46448.79,,31.0,,0.0
4220,3472.0,MATCHED,46450.97,22.0,21.0,-1.0,0.9503999948501587
4221,,NEW,46451.08,,20.0,,0.0
4223,1667.0,MATCHED,46451.21,30.0,38.0,8.0,0.9495000243186951
4224,2633.0,MATCHED,46451.86,17.0,20.0,3.0,0.906499981880188
4225,3027.0,MATCHED,46451.92,20.0,21.0,1.0,0.8440999984741211
4226,613.0,MATCHED,46451.94,49.0,54.0,5.0,0.9954000115394592
4227,2724.0,MATCHED,46485.88,13.0,14.0,1.0,0.9412999749183655
4228,,NEW,46485.91,,14.0,,0.0
4229,3208.0,MATCHED,46486.27,13.0,14.0,1.0,0.9476000070571899
4230,2899.0,MATCHED,46487.31,13.0,14.0,1.0,0.9571999907493591
4232,,NEW,46492.92,,13.0,,0.0
4233,359.0,MATCHED,46492.94,13.0,14.0,1.0,0.9413999915122986
4234,,NEW,46500.65,,13.0,,0.0
4235,,NEW,46519.67,,20.0,,0.0
4236,,NEW,46519.69,,19.0,,0.0
4237,,NEW,46521.42,,27.0,,0.0
4238,705.0,MATCHED,46522.31,13.0,15.0,2.0,0.8809000253677368
4239,1630.0,MATCHED,46522.77,14.0,15.0,1.0,0.9387000203132629
4240,3002.0,MATCHED,46523.05,13.0,15.0,2.0,0.8126999735832214
4242,3349.0,MATCHED,46530.26,20.0,21.0,1.0,0.9693999886512756
4243,,NEW,46530.34,,37.0,,0.0
4244,304.0,MATCHED,46530.39,30.0,29.0,-1.0,0.9764000177383423
4245,,NEW,46530.4,,22.0,,0.0
4246,,NEW,46530.4,,12.0,,0.0
4247,696.0,MATCHED,46530.44,12.0,14.0,2.0,0.8317000269889832
4248,2627.0,MATCHED,46530.47,38.0,39.0,1.0,0.9822999835014343
4251,3169.0,MATCHED,46531.91,17.0,20.0,3.0,0.8294000029563904
4252,3339.0,MATCHED,46532.03,18.0,17.0,-1.0,0.9043999910354614
4253,1967.0,MATCHED,46532.17,10.0,10.0,0.0,0.8700000047683716
4254,1995.0,MATCHED,46532.21,16.0,18.0,2.0,0.8928999900817871
4255,3644.0,MATCHED,46533.37,10.0,14.0,4.0,0.9380999803543091
4256,3189.0,MATCHED,46539.15,14.0,16.0,2.0,0.9057000279426575
4257,2803.0,MATCHED,46539.22,20.0,22.0,2.0,0.9484000205993652
4258,1437.0,MATCHED,46540.18,21.0,20.0,-1.0,0.901199996471405
4259,1490.0,MATCHED,46551.65,12.0,10.0,-2.0,0.9172999858856201
4260,2991.0,MATCHED,46555.35,16.0,19.0,3.0,0.9175000190734863
4261,,NEW,46555.69,,22.0,,0.0
4262,,NEW,46557.25,,20.0,,0.0
4264,,NEW,46610.66,,27.0,,0.0
4266,1612.0,MATCHED,46612.48,15.0,16.0,1.0,0.9628999829292297
4270,,NEW,46722.92,,15.0,,0.0
4271,2655.0,MATCHED,46725.22,10.0,11.0,1.0,0.8977000117301941
4272,,NEW,46728.28,,12.0,,0.0
4278,,NEW,46827.92,,22.0,,0.0
4280,1698.0,MATCHED,46842.7,14.0,15.0,1.0,0.9585999846458435
4281,,NEW,46842.85,,20.0,,0.0
4283,564.0,MATCHED,46844.92,13.0,15.0,2.0,0.8988999724388123
4284,914.0,MATCHED,46845.68,47.0,44.0,-3.0,0.8485000133514404
4285,2651.0,MATCHED,46846.36,17.0,20.0,3.0,0.9193999767303467
4286,3029.0,MATCHED,46846.57,18.0,22.0,4.0,0.8064000010490417
