distance,clock,feature_type,depth_2022,length,width,survey_year,depth_2015,depth_2007
42142.641,05:51:00,Metal Loss,13.0,1.0,0.7,2022,,
42143.002,06:03:00,Metal Loss,13.0,1.8,1.3,2022,,
42144.009,06:03:00,Metal Loss,13.0,1.7,1.3,2022,,
42144.485,04:17:00,Metal Loss,15.0,4.5,3.6,2022,,
42144.993,05:59:00,Metal Loss,15.0,2.3,2.5,2022,,
42770.305,11:02:00,Metal Loss,12.0,6.6,1.3,2022,,
42774.934,10:59:00,Metal Loss,12.0,7.8,1.9,2022,,
42776.693,11:02:00,Metal Loss,12.0,4.4,1.7,2022,,
42803.543,08:59:00,Metal Loss,15.0,2.0,1.1,2022,,
42814.459,09:14:00,Metal Loss,14.0,3.6,2.1,2022,,
42823.196,09:20:00,Metal Loss,13.0,15.4,2.5,2022,,
42830.292,09:12:00,Metal Loss,13.0,38.8,3.7,2022,,
43052.06,07:10:00,Metal Loss,16.0,3.0,3.5,2022,,
43271.601,07:48:00,Metal Loss,36.0,2.0,1.5,2022,,
43280.112,03:25:00,Metal Loss,14.0,13.2,4.1,2022,,
43304.491,03:39:00,Metal Loss,17.0,2.4,1.7,2022,,
43307.805,03:40:00,Metal Loss,13.0,4.2,1.5,2022,,
43309.117,03:14:00,Metal Loss,12.0,7.1,1.5,2022,,
43313.058,03:40:00,Metal Loss,12.0,10.0,2.4,2022,,
43392.329,03:34:00,Metal Loss,12.0,1.9,1.3,2022,,
43392.431,08:43:00,Metal Loss,10.0,2.4,1.3,2022,,
43393.268,08:27:00,Metal Loss,12.0,3.5,2.7,2022,,
43394.193,03:33:00,Metal Loss,12.0,2.4,2.0,2022,,
43394.787,03:55:00,Metal Loss,12.0,2.0,1.3,2022,,
43686.093,06:51:00,Metal Loss,22.0,2.7,1.2,2022,,
43695.354,12:24:00,Metal Loss,11.0,9.2,2.7,2022,,
43708.586,04:31:00,Metal Loss,19.0,18.2,7.3,2022,,
43711.732,04:18:00,Metal Loss,12.0,4.7,2.6,2022,,
43712.477,12:31:00,Metal Loss,11.0,8.6,1.9,2022,,
43719.085,03:37:00,Metal Loss,15.0,2.0,1.8,2022,39.0,
43721.355,03:48:00,Metal Loss,13.0,1.4,1.3,2022,11.0,
43766.371,04:26:00,Metal Loss,13.0,2.6,1.9,2022,14.0,
43766.385,10:04:00,Metal Loss,19.0,1.8,2.0,2022,11.0,
43768.087,05:17:00,Metal Loss,26.0,3.9,4.7,2022,12.0,
43810.243,07:27:00,Metal Loss,17.0,1.1,1.2,2022,,
43810.659,07:28:00,Metal Loss,13.0,1.9,1.0,2022,,
43811.558,07:30:00,Metal Loss,16.0,1.1,1.4,2022,,
43812.182,07:28:00,Metal Loss,16.0,0.8,0.7,2022,,
43812.802,07:33:00,Metal Loss,16.0,1.1,1.3,2022,,
43813.428,07:25:00,Metal Loss,13.0,1.6,1.0,2022,,
43813.852,07:30:00,Metal Loss,13.0,1.7,1.1,2022,15.0,
43814.662,07:24:00,Metal Loss,12.0,1.9,1.3,2022,,
43815.469,07:27:00,Metal Loss,18.0,1.7,1.8,2022,,
43816.312,07:23:00,Metal Loss,17.0,1.7,1.7,2022,,
43817.06,07:36:00,Metal Loss,19.0,1.0,1.5,2022,,
43817.477,07:34:00,Metal Loss,16.0,1.3,1.6,2022,,
43818.199,07:59:00,Metal Loss,22.0,1.0,1.0,2022,,
43818.524,08:00:00,Metal Loss,25.0,4.4,4.1,2022,,
43826.407,08:28:00,Metal Loss,14.0,4.5,2.4,2022,,
43834.18,04:50:00,Metal Loss,19.0,1.4,2.0,2022,,
43835.016,03:29:00,Metal Loss,14.0,3.7,1.5,2022,,
43835.515,09:00:00,Metal Loss,22.0,1.9,0.9,2022,,
43836.112,03:26:00,Metal Loss,15.0,2.6,1.7,2022,,
43836.781,08:17:00,Metal Loss,19.0,1.5,1.7,2022,,
43836.923,03:22:00,Metal Loss,12.0,4.4,1.9,2022,,
43837.431,04:36:00,Metal Loss,29.0,1.9,2.6,2022,,
43837.467,08:44:00,Metal Loss,54.0,4.5,1.4,2022,,
43837.776,04:38:00,Metal Loss,33.0,1.6,2.2,2022,,
43837.94,03:31:00,Metal Loss,17.0,2.5,2.2,2022,,
43838.773,04:48:00,Metal Loss,17.0,1.4,1.7,2022,,
43846.109,04:19:00,Metal Loss,21.0,4.1,2.3,2022,,
43846.421,06:29:00,Metal Loss,65.0,2.3,3.9,2022,,
43847.546,05:14:00,Metal Loss,24.0,5.9,4.8,2022,,
43847.648,06:18:00,Metal Loss,13.0,6.8,3.0,2022,,
43848.412,06:28:00,Metal Loss,16.0,1.6,1.4,2022,,
43849.101,06:40:00,Metal Loss,49.0,4.2,4.4,2022,,
43849.987,07:43:00,Metal Loss,25.0,7.2,4.1,2022,,
43850.144,09:06:00,Metal Loss,23.0,2.3,1.4,2022,,
43850.771,07:48:00,Metal Loss,29.0,7.0,7.5,2022,,
43851.155,09:08:00,Metal Loss,30.0,2.6,1.2,2022,,
43851.601,08:13:00,Metal Loss,24.0,2.0,2.9,2022,,
43852.014,07:34:00,Metal Loss,22.0,2.5,2.1,2022,,
43852.411,08:12:00,Metal Loss,13.0,0.9,1.3,2022,,
43852.812,08:14:00,Metal Loss,26.0,1.8,2.0,2022,,
43853.133,07:59:00,Metal Loss,22.0,10.6,6.7,2022,,
43856.056,05:22:00,Metal Loss,19.0,5.0,2.4,2022,,
43856.811,05:13:00,Metal Loss,31.0,2.6,1.7,2022,,
43857.438,05:27:00,Metal Loss,18.0,1.5,1.9,2022,,
43858.297,05:14:00,Metal Loss,32.0,2.4,2.4,2022,,
43915.63,09:11:00,Metal Loss,28.0,1.8,2.8,2022,,14.0
44074.918,04:48:00,Metal Loss,20.0,12.6,3.5,2022,,
44075.039,07:30:00,Metal Loss,12.0,4.8,2.1,2022,,
44076.909,07:42:00,Metal Loss,25.0,1.6,2.1,2022,,
44078.058,06:46:00,Metal Loss,11.0,4.0,1.5,2022,,
44078.799,06:48:00,Metal Loss,10.0,5.2,1.7,2022,,
44084.537,06:44:00,Metal Loss,10.0,8.9,2.6,2022,,
44089.564,04:52:00,Metal Loss,15.0,4.2,3.5,2022,,
44090.574,04:44:00,Metal Loss,16.0,1.0,1.0,2022,,
44091.644,04:48:00,Metal Loss,37.0,2.6,2.9,2022,,
44091.818,07:32:00,Metal Loss,37.0,15.7,2.6,2022,,
44092.215,04:43:00,Metal Loss,40.0,2.5,1.8,2022,,
44092.805,04:56:00,Metal Loss,34.0,3.6,3.5,2022,,
44093.294,04:36:00,Metal Loss,29.0,2.1,1.9,2022,,
44093.776,04:47:00,Metal Loss,37.0,2.3,2.3,2022,,
44093.796,07:06:00,Metal Loss,41.0,3.3,1.7,2022,,
44094.268,04:34:00,Metal Loss,25.0,2.4,0.9,2022,,
44094.564,07:33:00,Metal Loss,42.0,6.0,2.2,2022,,
44094.705,04:43:00,Metal Loss,35.0,2.2,2.0,2022,,
44095.2,04:33:00,Metal Loss,23.0,2.3,1.7,2022,,
44095.489,07:40:00,Metal Loss,34.0,2.0,2.2,2022,,
44095.499,06:44:00,Metal Loss,32.0,1.9,1.4,2022,,
44096.073,07:56:00,Metal Loss,25.0,1.3,2.0,2022,,
44096.975,08:02:00,Metal Loss,39.0,1.4,2.1,2022,,
44097.602,08:01:00,Metal Loss,49.0,1.4,2.5,2022,,
44098.005,09:25:00,Metal Loss,22.0,0.8,0.6,2022,,
44098.173,08:00:00,Metal Loss,55.0,1.0,2.6,2022,,
44098.248,09:32:00,Metal Loss,40.0,6.3,2.8,2022,,
44099.117,09:33:00,Metal Loss,29.0,2.0,1.5,2022,,
44099.521,09:27:00,Metal Loss,20.0,3.3,1.9,2022,,
44100.177,09:37:00,Metal Loss,21.0,4.6,3.8,2022,,
44100.738,09:18:00,Metal Loss,24.0,3.0,3.4,2022,,
44101.198,09:38:00,Metal Loss,37.0,21.6,3.9,2022,,
44102.172,02:23:00,Metal Loss,31.0,1.9,1.5,2022,,
44102.192,06:35:00,Metal Loss,14.0,9.7,3.4,2022,,
44102.575,03:37:00,Metal Loss,29.0,2.0,2.2,2022,,
44102.585,02:24:00,Metal Loss,38.0,1.2,1.3,2022,,
44102.976,02:26:00,Metal Loss,21.0,2.0,1.7,2022,,
44103.343,09:33:00,Metal Loss,26.0,1.6,1.9,2022,,
44103.665,07:07:00,Metal Loss,14.0,11.9,4.9,2022,,
44103.698,09:27:00,Metal Loss,23.0,3.7,2.0,2022,,
44103.714,02:24:00,Metal Loss,28.0,5.3,2.0,2022,,
44103.724,03:24:00,Metal Loss,24.0,2.5,2.9,2022,,
44104.462,02:23:00,Metal Loss,27.0,2.6,2.4,2022,,
44104.541,09:39:00,Metal Loss,34.0,5.1,3.4,2022,,
44104.646,03:18:00,Metal Loss,22.0,5.5,2.9,2022,,
44104.879,02:26:00,Metal Loss,21.0,2.4,2.9,2022,,
44105.262,02:29:00,Metal Loss,28.0,3.3,2.6,2022,,
44105.292,06:20:00,Metal Loss,11.0,5.5,2.4,2022,,
44105.322,09:39:00,Metal Loss,30.0,1.9,1.5,2022,,
44105.63,03:35:00,Metal Loss,31.0,1.9,2.0,2022,,
44105.978,09:36:00,Metal Loss,32.0,5.0,2.6,2022,,
44106.047,03:37:00,Metal Loss,32.0,1.0,1.5,2022,,
44106.332,02:26:00,Metal Loss,31.0,8.5,3.9,2022,,
44106.644,03:34:00,Metal Loss,36.0,1.5,1.9,2022,,
44107.044,03:40:00,Metal Loss,25.0,2.0,2.4,2022,,
44107.372,02:37:00,Metal Loss,31.0,1.3,1.0,2022,,
44107.559,03:34:00,Metal Loss,41.0,1.5,2.1,2022,,
44107.759,02:34:00,Metal Loss,35.0,10.1,2.7,2022,,
44108.842,02:40:00,Metal Loss,38.0,12.0,3.7,2022,,
44109.094,07:48:00,Metal Loss,17.0,6.3,3.2,2022,,
44109.964,09:34:00,Metal Loss,25.0,1.3,1.2,2022,,
44110.269,09:34:00,Metal Loss,11.0,6.8,2.4,2022,,
44110.404,02:20:00,Metal Loss,37.0,12.5,6.2,2022,,
44110.814,03:18:00,Metal Loss,28.0,1.9,1.6,2022,,
44111.145,03:24:00,Metal Loss,26.0,1.7,1.6,2022,,
44111.25,09:49:00,Metal Loss,30.0,2.9,1.9,2022,,
44111.703,03:35:00,Metal Loss,28.0,1.5,1.9,2022,,
44113.12,06:56:00,Metal Loss,15.0,11.8,2.1,2022,,
44113.202,08:26:00,Metal Loss,16.0,5.5,4.6,2022,,
44113.757,09:17:00,Metal Loss,23.0,4.3,6.3,2022,,
44114.462,03:38:00,Metal Loss,33.0,1.9,2.0,2022,,
44114.508,08:32:00,Metal Loss,13.0,2.2,1.7,2022,,
44114.898,03:27:00,Metal Loss,15.0,2.0,1.7,2022,,
44115.541,03:37:00,Metal Loss,17.0,2.8,3.2,2022,,
44117.536,08:08:00,Metal Loss,13.0,2.8,2.6,2022,,
44118.156,03:47:00,Metal Loss,11.0,4.2,3.7,2022,,
44118.976,04:02:00,Metal Loss,19.0,10.0,4.3,2022,,
44118.986,09:49:00,Metal Loss,33.0,5.2,3.0,2022,,
44119.311,03:16:00,Metal Loss,10.0,5.9,2.0,2022,,
44119.698,09:52:00,Metal Loss,25.0,34.0,4.6,2022,,
44119.79,02:34:00,Metal Loss,19.0,0.9,1.1,2022,,
44120.456,04:19:00,Metal Loss,17.0,7.8,4.1,2022,,
44120.568,02:30:00,Metal Loss,40.0,3.0,3.1,2022,,
44120.781,08:19:00,Metal Loss,13.0,2.8,2.8,2022,,
44121.558,02:34:00,Metal Loss,43.0,1.2,1.3,2022,,
44121.775,04:20:00,Metal Loss,15.0,4.1,2.8,2022,,
44121.834,02:35:00,Metal Loss,32.0,4.4,4.1,2022,,
44122.625,02:28:00,Metal Loss,24.0,17.7,5.2,2022,,
44122.946,09:52:00,Metal Loss,37.0,1.7,1.5,2022,,
44123.468,09:44:00,Metal Loss,23.0,1.6,1.0,2022,,
44123.914,09:53:00,Metal Loss,13.0,0.9,1.3,2022,,
44124.754,02:37:00,Metal Loss,20.0,3.1,1.5,2022,,
44125.272,08:25:00,Metal Loss,23.0,3.9,3.7,2022,,
44125.328,02:40:00,Metal Loss,25.0,0.8,0.5,2022,,
44125.65,02:35:00,Metal Loss,23.0,3.0,2.6,2022,,
44125.817,09:53:00,Metal Loss,24.0,8.3,3.5,2022,,
44126.106,02:39:00,Metal Loss,15.0,0.9,1.0,2022,,
44126.417,08:19:00,Metal Loss,16.0,4.8,3.0,2022,41.0,
44126.499,02:39:00,Metal Loss,15.0,1.3,1.9,2022,,
44126.791,09:48:00,Metal Loss,21.0,3.7,4.0,2022,,
44126.821,03:57:00,Metal Loss,15.0,1.9,1.7,2022,29.0,
44126.9,02:35:00,Metal Loss,16.0,3.2,1.5,2022,,
44127.133,08:45:00,Metal Loss,11.0,5.7,3.6,2022,,
44127.172,03:57:00,Metal Loss,15.0,2.0,1.3,2022,,
44127.461,02:36:00,Metal Loss,18.0,3.9,2.7,2022,,
44128.041,02:35:00,Metal Loss,23.0,1.2,1.2,2022,,
44128.182,03:59:00,Metal Loss,14.0,1.3,1.8,2022,,
44128.32,09:29:00,Metal Loss,14.0,3.5,1.6,2022,,
44128.471,02:34:00,Metal Loss,25.0,4.0,2.2,2022,,
44128.671,02:01:00,Metal Loss,17.0,1.9,1.9,2022,,
44129.124,03:50:00,Metal Loss,14.0,2.0,2.5,2022,,
44129.18,02:36:00,Metal Loss,25.0,2.0,1.8,2022,,
44129.216,08:42:00,Metal Loss,13.0,4.5,2.2,2022,,
44129.82,03:58:00,Metal Loss,12.0,20.0,4.2,2022,,
44129.941,02:32:00,Metal Loss,25.0,7.0,3.0,2022,,
44130.879,02:30:00,Metal Loss,21.0,1.6,1.0,2022,,
44131.079,09:26:00,Metal Loss,12.0,3.9,1.8,2022,,
44131.519,02:33:00,Metal Loss,30.0,2.3,1.9,2022,,
44131.68,09:43:00,Metal Loss,20.0,3.9,1.3,2022,,
44131.965,04:08:00,Metal Loss,12.0,16.0,2.9,2022,,
44132.083,02:30:00,Metal Loss,26.0,2.2,2.2,2022,,
44132.201,09:49:00,Metal Loss,21.0,13.2,5.4,2022,,
44132.589,02:31:00,Metal Loss,24.0,5.4,1.2,2022,,
44133.373,02:28:00,Metal Loss,24.0,1.3,1.8,2022,,
44133.491,09:41:00,Metal Loss,21.0,9.2,4.9,2022,,
44133.701,02:19:00,Metal Loss,26.0,16.9,4.8,2022,,
44134.813,09:42:00,Metal Loss,13.0,2.5,1.4,2022,,
44135.203,04:27:00,Metal Loss,12.0,7.4,2.9,2022,,
44135.364,09:42:00,Metal Loss,20.0,9.3,3.6,2022,,
44135.404,02:28:00,Metal Loss,36.0,15.6,6.6,2022,,
44135.873,07:26:00,Metal Loss,11.0,2.8,2.9,2022,,
44136.43,09:39:00,Metal Loss,16.0,1.2,0.7,2022,,
44136.952,02:35:00,Metal Loss,27.0,8.9,4.8,2022,,
44137.333,09:38:00,Metal Loss,19.0,5.0,1.5,2022,,
44139.062,03:33:00,Metal Loss,19.0,7.0,2.5,2022,,
44139.429,08:29:00,Metal Loss,20.0,0.9,1.3,2022,,
44139.77,08:22:00,Metal Loss,18.0,1.6,1.9,2022,,
44139.961,03:52:00,Metal Loss,21.0,2.8,3.7,2022,,
44140.331,08:26:00,Metal Loss,22.0,1.6,1.9,2022,,
44140.436,03:39:00,Metal Loss,12.0,2.2,1.7,2022,,
44140.64,08:26:00,Metal Loss,22.0,1.5,1.7,2022,,
44140.853,03:47:00,Metal Loss,14.0,1.9,1.9,2022,,
44140.994,07:52:00,Metal Loss,15.0,5.0,2.4,2022,,
44141.467,03:46:00,Metal Loss,14.0,2.4,1.9,2022,,
44142.231,08:06:00,Metal Loss,13.0,3.0,2.0,2022,,
44142.726,10:09:00,Metal Loss,35.0,1.8,2.0,2022,,
44142.933,04:21:00,Metal Loss,14.0,2.7,2.4,2022,,
44143.497,04:33:00,Metal Loss,14.0,5.6,2.8,2022,,
44148.012,04:14:00,Metal Loss,34.0,26.4,6.8,2022,,
44148.724,04:56:00,Metal Loss,18.0,2.8,0.6,2022,,
44148.999,07:39:00,Metal Loss,14.0,2.4,1.3,2022,,
44149.452,07:26:00,Metal Loss,28.0,1.3,1.4,2022,,
44150.062,08:03:00,Metal Loss,28.0,2.9,1.6,2022,,
44150.469,04:04:00,Metal Loss,20.0,1.0,1.8,2022,,
44150.689,08:01:00,Metal Loss,24.0,2.7,1.4,2022,,
44151.204,08:01:00,Metal Loss,24.0,2.8,1.6,2022,,
44151.703,07:14:00,Metal Loss,23.0,1.1,1.1,2022,,
44153.127,09:14:00,Metal Loss,11.0,3.1,2.0,2022,,
44153.317,04:52:00,Metal Loss,18.0,3.2,2.5,2022,,
44155.341,11:36:00,Metal Loss,21.0,1.7,2.4,2022,,
44155.348,05:24:00,Metal Loss,14.0,3.4,3.0,2022,,
44155.384,08:28:00,Metal Loss,21.0,8.4,7.9,2022,,
44155.41,03:01:00,Metal Loss,18.0,1.9,1.7,2022,,
44155.43,10:27:00,Metal Loss,17.0,3.2,2.8,2022,,
44156.171,02:42:00,Metal Loss,17.0,3.7,2.8,2022,,
44156.201,11:21:00,Metal Loss,13.0,2.5,1.7,2022,,
44156.204,05:47:00,Metal Loss,14.0,3.7,1.7,2022,11.0,
44156.348,07:57:00,Metal Loss,23.0,0.8,2.5,2022,11.0,
44156.854,11:24:00,Metal Loss,17.0,6.1,3.9,2022,,
44157.077,08:17:00,Metal Loss,17.0,2.5,3.0,2022,13.0,
44157.205,10:21:00,Metal Loss,18.0,1.3,1.6,2022,,
44182.021,11:49:00,Metal Loss,11.0,3.3,1.7,2022,13.0,
44182.539,11:43:00,Metal Loss,12.0,4.1,3.0,2022,,
44191.788,11:51:00,Metal Loss,12.0,3.1,2.0,2022,,
44192.264,11:46:00,Metal Loss,16.0,4.3,1.1,2022,28.0,
44197.27,11:55:00,Metal Loss,19.0,1.1,1.5,2022,10.0,
44227.733,05:22:00,Metal Loss,38.0,1.0,1.2,2022,,
44228.274,05:17:00,Metal Loss,31.0,7.2,12.8,2022,,
44272.854,05:07:00,Metal Loss,31.0,1.4,1.8,2022,,
44273.068,04:03:00,Metal Loss,11.0,7.2,4.5,2022,,
44273.173,06:01:00,Metal Loss,34.0,23.0,14.4,2022,,
44274.117,05:19:00,Metal Loss,19.0,8.9,5.5,2022,,
44275.433,04:46:00,Metal Loss,27.0,1.6,1.8,2022,11.0,
44306.804,04:23:00,Metal Loss,25.0,5.9,9.4,2022,,
44387.119,04:34:00,Metal Loss,14.0,3.1,7.8,2022,,
44389.072,04:15:00,Metal Loss,25.0,2.6,2.0,2022,,
44393.127,11:13:00,Metal Loss,13.0,3.5,2.5,2022,,
44394.567,11:10:00,Metal Loss,12.0,1.8,2.7,2022,,
44414.964,11:28:00,Metal Loss,12.0,5.7,2.2,2022,,
44417.005,11:37:00,Metal Loss,11.0,11.3,2.6,2022,,
44444.961,12:13:00,Metal Loss,12.0,7.0,1.4,2022,,
44450.61,12:04:00,Metal Loss,12.0,5.0,1.4,2022,,
44451.476,12:07:00,Metal Loss,11.0,10.2,2.4,2022,,
44454.98,12:10:00,Metal Loss,16.0,3.8,2.0,2022,,
44715.115,06:22:00,Metal Loss,17.0,4.1,1.9,2022,12.0,10.0
44715.961,06:26:00,Metal Loss,14.0,6.1,1.7,2022,35.0,10.0
44718.284,06:13:00,Metal Loss,13.0,8.1,2.3,2022,23.0,11.0
44729.738,05:55:00,Metal Loss,15.0,15.7,2.7,2022,33.0,
44808.78,05:53:00,Metal Loss,13.0,1.1,0.7,2022,,
44809.088,05:48:00,Metal Loss,15.0,2.1,2.4,2022,,
44809.747,06:40:00,Metal Loss,18.0,1.5,1.5,2022,,
44809.76,04:54:00,Metal Loss,16.0,1.7,1.3,2022,,
44810.144,04:56:00,Metal Loss,15.0,2.2,1.6,2022,,
44810.167,06:45:00,Metal Loss,12.0,1.6,1.3,2022,,
44810.591,05:58:00,Metal Loss,38.0,21.1,13.8,2022,,
44812.717,06:16:00,Metal Loss,30.0,2.4,3.2,2022,,
44813.156,05:49:00,Metal Loss,13.0,2.4,2.4,2022,,
44813.491,04:57:00,Metal Loss,27.0,4.3,1.7,2022,,
44813.658,06:43:00,Metal Loss,26.0,1.3,1.7,2022,,
44814.131,05:00:00,Metal Loss,36.0,0.9,1.5,2022,,
44814.6,05:00:00,Metal Loss,16.0,0.8,1.2,2022,,
44814.895,04:52:00,Metal Loss,26.0,2.4,1.3,2022,,
44814.977,06:46:00,Metal Loss,21.0,3.3,1.3,2022,,
44815.515,04:34:00,Metal Loss,38.0,11.0,5.3,2022,,
44815.696,06:47:00,Metal Loss,19.0,1.0,1.0,2022,,
44816.093,06:48:00,Metal Loss,24.0,4.6,1.9,2022,,
44820.696,04:12:00,Metal Loss,17.0,8.7,3.3,2022,,
44820.807,07:13:00,Metal Loss,48.0,4.9,4.1,2022,,
44821.591,06:55:00,Metal Loss,45.0,2.0,2.3,2022,,
44821.608,04:54:00,Metal Loss,30.0,8.1,4.1,2022,,
44821.942,06:50:00,Metal Loss,44.0,1.2,2.3,2022,,
44822.562,06:47:00,Metal Loss,49.0,1.5,1.8,2022,,
44822.595,04:45:00,Metal Loss,35.0,20.3,5.5,2022,,
44823.028,06:49:00,Metal Loss,37.0,1.1,2.3,2022,,
44824.39,06:53:00,Metal Loss,12.0,3.1,2.1,2022,,
44824.606,04:53:00,Metal Loss,19.0,5.9,3.6,2022,,
44824.908,06:54:00,Metal Loss,17.0,3.7,2.0,2022,14.0,
44825.883,04:33:00,Metal Loss,15.0,1.4,1.3,2022,34.0,
44827.621,04:35:00,Metal Loss,36.0,14.8,6.5,2022,44.0,
44847.874,07:51:00,Metal Loss,19.0,2.2,2.0,2022,,
44848.494,07:48:00,Metal Loss,22.0,5.1,4.7,2022,,
44848.579,03:31:00,Metal Loss,27.0,5.7,4.0,2022,,
44849.944,08:26:00,Metal Loss,14.0,2.9,0.9,2022,,
44849.993,07:45:00,Metal Loss,27.0,10.1,5.7,2022,,
44850.092,03:25:00,Metal Loss,31.0,10.7,15.0,2022,,
44850.505,12:37:00,Metal Loss,24.0,5.4,2.9,2022,,
44850.564,10:34:00,Metal Loss,16.0,1.2,1.9,2022,,
44850.587,11:32:00,Metal Loss,16.0,3.7,5.4,2022,,
44850.774,08:39:00,Metal Loss,11.0,2.2,1.0,2022,,
44851.093,09:57:00,Metal Loss,31.0,12.6,6.0,2022,,
44852.051,02:56:00,Metal Loss,19.0,7.4,3.8,2022,,
44852.372,08:47:00,Metal Loss,29.0,17.2,4.4,2022,,
44854.236,04:29:00,Metal Loss,14.0,1.2,0.7,2022,,
44855.604,04:39:00,Metal Loss,21.0,1.7,2.2,2022,,
44855.636,08:00:00,Metal Loss,11.0,2.0,0.9,2022,,
44856.161,07:57:00,Metal Loss,36.0,2.2,2.4,2022,,
44856.526,07:46:00,Metal Loss,18.0,5.0,3.7,2022,,
44857.274,07:53:00,Metal Loss,13.0,1.0,0.7,2022,,
44857.631,08:01:00,Metal Loss,18.0,3.5,1.9,2022,,
44858.317,07:56:00,Metal Loss,11.0,1.9,1.3,2022,,
44860.823,08:02:00,Metal Loss,12.0,3.7,3.4,2022,,
44861.407,08:02:00,Metal Loss,16.0,13.5,8.9,2022,,
44863.898,07:25:00,Metal Loss,10.0,2.1,1.0,2022,,
44864.695,05:26:00,Metal Loss,12.0,2.2,1.8,2022,,
44865.269,06:03:00,Metal Loss,13.0,1.3,0.7,2022,,
44867.037,06:24:00,Metal Loss,18.0,6.3,12.6,2022,,
44867.779,04:48:00,Metal Loss,20.0,15.3,5.2,2022,,
44868.284,07:58:00,Metal Loss,26.0,5.4,3.1,2022,,
44869.157,08:01:00,Metal Loss,33.0,1.3,1.7,2022,,
44869.695,08:07:00,Metal Loss,37.0,2.4,1.9,2022,,
44869.918,04:44:00,Metal Loss,19.0,3.0,2.8,2022,,
44869.948,07:03:00,Metal Loss,24.0,12.2,3.0,2022,19.0,
44870.978,07:54:00,Metal Loss,60.0,1.7,2.8,2022,,
44871.339,07:38:00,Metal Loss,50.0,11.4,6.0,2022,,
44871.644,04:24:00,Metal Loss,24.0,4.9,5.8,2022,,
44872.343,04:43:00,Metal Loss,21.0,1.5,1.6,2022,15.0,
44872.766,05:00:00,Metal Loss,17.0,10.3,5.6,2022,29.0,
44872.89,08:05:00,Metal Loss,79.0,1.8,1.6,2022,83.0,
44873.855,04:50:00,Metal Loss,25.0,2.2,2.9,2022,20.0,
44873.953,08:00:00,Metal Loss,69.0,1.2,2.0,2022,11.0,
44874.573,08:04:00,Metal Loss,48.0,1.1,2.0,2022,11.0,
44874.82,04:46:00,Metal Loss,17.0,1.9,2.2,2022,21.0,
44875.266,11:45:00,Metal Loss,14.0,6.5,2.6,2022,,
44875.42,12:36:00,Metal Loss,17.0,2.2,1.0,2022,,
44886.68,01:11:00,Metal Loss,16.0,1.0,1.3,2022,,
44887.146,01:12:00,Metal Loss,23.0,1.3,1.2,2022,,
44887.487,12:58:00,Metal Loss,23.0,6.4,4.6,2022,,
44889.206,01:09:00,Metal Loss,12.0,8.8,4.4,2022,,
44890.682,11:37:00,Metal Loss,12.0,2.1,1.8,2022,,
44890.988,02:11:00,Metal Loss,21.0,4.6,2.9,2022,,
44891.453,11:22:00,Metal Loss,41.0,1.4,1.4,2022,,
44891.585,02:01:00,Metal Loss,13.0,3.5,3.6,2022,,
44891.969,11:48:00,Metal Loss,14.0,3.1,3.4,2022,,
44892.897,12:10:00,Metal Loss,13.0,9.5,4.1,2022,,
44895.823,12:39:00,Metal Loss,10.0,2.9,1.9,2022,20.0,
44896.247,12:29:00,Metal Loss,12.0,1.3,1.3,2022,11.0,
44930.988,06:08:00,Metal Loss,18.0,2.8,2.6,2022,,17.0
44931.234,03:55:00,Metal Loss,26.0,1.6,4.1,2022,,
44933.11,04:08:00,Metal Loss,12.0,9.8,3.2,2022,,
44934.108,04:02:00,Metal Loss,11.0,4.5,3.8,2022,,
44936.293,04:07:00,Metal Loss,12.0,6.9,1.8,2022,,
44943.537,04:02:00,Metal Loss,16.0,9.2,2.4,2022,,
44946.319,04:04:00,Metal Loss,13.0,8.8,2.4,2022,,
44949.373,04:07:00,Metal Loss,11.0,9.7,2.8,2022,,
44959.104,04:13:00,Metal Loss,12.0,3.0,1.3,2022,,
44972.949,06:33:00,Metal Loss,22.0,3.9,2.4,2022,,17.0
45011.45,07:25:00,Metal Loss,21.0,2.8,2.0,2022,19.0,17.0
45013.179,04:31:00,Metal Loss,28.0,1.8,1.9,2022,,
45044.078,12:43:00,Metal Loss,10.0,4.3,1.9,2022,16.0,
45048.025,12:43:00,Metal Loss,12.0,6.9,2.3,2022,10.0,
45049.019,12:34:00,Metal Loss,12.0,13.8,2.8,2022,12.0,
45050.955,12:35:00,Metal Loss,15.0,4.6,1.8,2022,13.0,
45092.989,08:38:00,Metal Loss,24.0,3.1,4.9,2022,20.0,
45093.12,03:57:00,Metal Loss,16.0,0.7,1.3,2022,15.0,
45100.282,04:17:00,Metal Loss,14.0,5.0,4.2,2022,20.0,38.0
45114.357,07:57:00,Metal Loss,23.0,2.6,3.1,2022,,39.0
45130.902,06:38:00,Metal Loss,13.0,13.3,6.7,2022,,
45132.421,07:17:00,Metal Loss,14.0,6.1,2.7,2022,,
45133.465,07:22:00,Metal Loss,16.0,1.2,1.9,2022,,
45136.503,08:34:00,Metal Loss,21.0,7.6,2.9,2022,,
45137.73,08:34:00,Metal Loss,36.0,1.3,1.1,2022,,
45140.499,07:36:00,Metal Loss,22.0,9.8,7.9,2022,,14.0
45141.188,08:37:00,Metal Loss,10.0,4.9,3.4,2022,,
45142.185,07:30:00,Metal Loss,18.0,5.7,4.4,2022,,
